,age,job,marital,education,contact,month,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,deposit_approve
10418,31,blue-collar,single,high.school,telephone,jun,750,2,no,0,nonexistent,1.4,94.465,-41.8,4.96,yes
10544,38,admin.,single,university.degree,telephone,jun,556,1,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
10635,51,blue-collar,married,basic.4y,telephone,jun,781,1,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
10661,37,management,married,university.degree,telephone,jun,490,4,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
10685,52,blue-collar,divorced,high.school,telephone,jun,676,2,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
10704,30,entrepreneur,married,professional.course,telephone,jun,775,3,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
10835,36,blue-collar,single,high.school,telephone,jun,835,1,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
10848,31,technician,married,professional.course,telephone,jun,371,2,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
10916,29,management,married,university.degree,telephone,jun,973,1,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
10936,24,blue-collar,single,basic.4y,telephone,jun,537,1,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
10977,41,services,married,high.school,telephone,jun,707,1,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
10979,28,management,married,university.degree,telephone,jun,695,1,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
11016,31,blue-collar,married,basic.9y,telephone,jun,704,4,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
11046,28,management,married,university.degree,telephone,jun,771,2,no,0,nonexistent,1.4,94.465,-41.8,4.962,yes
11100,35,student,single,university.degree,telephone,jun,618,1,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11172,41,blue-collar,married,basic.9y,telephone,jun,512,1,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11233,38,blue-collar,married,basic.6y,telephone,jun,922,2,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11255,31,admin.,married,high.school,telephone,jun,952,4,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11317,42,housemaid,married,basic.4y,telephone,jun,500,2,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11345,47,services,single,basic.9y,telephone,jun,835,3,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11346,37,technician,married,professional.course,telephone,jun,683,2,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11348,55,retired,married,university.degree,telephone,jun,1012,1,no,0,nonexistent,1.4,94.465,-41.8,4.961,yes
11417,45,admin.,married,basic.9y,telephone,jun,973,2,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11444,46,admin.,married,basic.9y,telephone,jun,856,3,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11450,40,self-employed,married,professional.course,telephone,jun,716,2,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11471,49,blue-collar,married,basic.4y,telephone,jun,838,1,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11535,50,technician,married,professional.course,telephone,jun,705,7,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11552,36,blue-collar,married,basic.9y,telephone,jun,560,3,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11567,58,blue-collar,married,basic.4y,telephone,jun,570,2,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11690,43,admin.,married,university.degree,telephone,jun,1023,3,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11708,55,blue-collar,married,basic.4y,telephone,jun,585,2,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11716,31,technician,married,professional.course,telephone,jun,809,6,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11717,38,blue-collar,married,basic.9y,telephone,jun,693,3,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11737,35,admin.,married,basic.9y,telephone,jun,556,4,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11752,42,entrepreneur,married,professional.course,telephone,jun,291,5,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11931,45,blue-collar,married,basic.9y,telephone,jun,924,3,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11933,56,technician,married,unknown,telephone,jun,988,4,no,0,nonexistent,1.4,94.465,-41.8,4.959,yes
11936,40,admin.,single,university.degree,telephone,jun,498,2,no,0,nonexistent,1.4,94.465,-41.8,4.958,yes
11937,39,management,single,university.degree,telephone,jun,670,3,no,0,nonexistent,1.4,94.465,-41.8,4.958,yes
11947,30,blue-collar,single,basic.9y,telephone,jun,662,2,no,0,nonexistent,1.4,94.465,-41.8,4.958,yes
11961,51,admin.,divorced,unknown,telephone,jun,528,2,no,0,nonexistent,1.4,94.465,-41.8,4.958,yes
12002,31,blue-collar,married,basic.4y,telephone,jun,519,3,no,0,nonexistent,1.4,94.465,-41.8,4.955,yes
12004,48,blue-collar,married,high.school,telephone,jun,677,3,no,0,nonexistent,1.4,94.465,-41.8,4.955,yes
12023,36,blue-collar,single,basic.9y,telephone,jun,762,3,no,0,nonexistent,1.4,94.465,-41.8,4.955,yes
12039,31,services,single,high.school,telephone,jun,422,6,no,0,nonexistent,1.4,94.465,-41.8,4.947,yes
12041,38,blue-collar,single,high.school,telephone,jun,856,2,no,0,nonexistent,1.4,94.465,-41.8,4.947,yes
12057,27,self-employed,single,university.degree,telephone,jun,911,1,no,0,nonexistent,1.4,94.465,-41.8,4.947,yes
12139,25,services,married,high.school,telephone,jul,479,9,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,yes
12195,42,management,married,university.degree,telephone,jul,650,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,yes
12264,34,admin.,divorced,university.degree,telephone,jul,676,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,yes
12322,27,services,married,high.school,telephone,jul,584,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,yes
12384,52,management,married,professional.course,cellular,jul,491,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12385,59,retired,married,professional.course,cellular,jul,494,4,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12387,40,admin.,married,high.school,cellular,jul,615,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12425,31,entrepreneur,married,basic.6y,cellular,jul,782,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12455,32,services,single,high.school,cellular,jul,722,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12458,56,retired,married,basic.4y,cellular,jul,621,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12461,50,blue-collar,divorced,high.school,cellular,jul,629,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12466,31,technician,married,university.degree,cellular,jul,385,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12501,36,blue-collar,married,high.school,cellular,jul,889,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12506,29,services,married,high.school,cellular,jul,556,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12526,47,admin.,divorced,high.school,cellular,jul,532,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12565,37,management,married,high.school,cellular,jul,599,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12568,55,admin.,divorced,university.degree,cellular,jul,849,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12586,44,entrepreneur,married,basic.6y,cellular,jul,973,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12605,50,technician,married,professional.course,cellular,jul,830,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12707,42,admin.,single,university.degree,cellular,jul,719,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,yes
12758,27,services,single,high.school,cellular,jul,509,4,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12766,35,technician,married,high.school,cellular,jul,740,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12767,56,services,married,basic.4y,cellular,jul,534,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12785,39,management,divorced,university.degree,cellular,jul,732,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12803,33,blue-collar,single,basic.9y,cellular,jul,531,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12806,39,blue-collar,married,basic.6y,cellular,jul,634,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12809,25,technician,single,university.degree,cellular,jul,460,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12823,48,management,married,high.school,cellular,jul,705,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12826,35,admin.,married,high.school,cellular,jul,992,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12843,29,admin.,single,high.school,cellular,jul,574,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12866,29,admin.,married,high.school,cellular,jul,681,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12878,42,blue-collar,married,basic.9y,cellular,jul,730,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12887,36,admin.,married,university.degree,cellular,jul,716,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12904,27,admin.,single,professional.course,cellular,jul,803,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12932,27,entrepreneur,married,high.school,cellular,jul,831,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12971,50,admin.,married,professional.course,cellular,jul,635,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12982,34,admin.,single,university.degree,cellular,jul,819,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
12983,30,blue-collar,married,basic.9y,cellular,jul,623,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13011,43,blue-collar,divorced,high.school,cellular,jul,658,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13031,26,admin.,single,basic.9y,cellular,jul,687,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13129,53,admin.,married,university.degree,cellular,jul,815,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13131,31,services,married,basic.9y,cellular,jul,537,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13134,31,services,married,basic.9y,cellular,jul,679,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13176,36,admin.,married,university.degree,cellular,jul,570,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13186,42,technician,married,high.school,cellular,jul,761,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13189,24,blue-collar,married,basic.9y,cellular,jul,781,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13217,31,management,single,university.degree,cellular,jul,645,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13218,32,blue-collar,married,basic.4y,telephone,jul,990,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13223,31,technician,divorced,professional.course,cellular,jul,662,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13224,31,technician,divorced,professional.course,cellular,jul,625,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13231,34,blue-collar,married,basic.6y,cellular,jul,727,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13258,51,admin.,married,university.degree,cellular,jul,426,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13269,31,blue-collar,married,basic.9y,cellular,jul,590,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13293,44,admin.,married,high.school,cellular,jul,869,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13409,34,admin.,married,high.school,cellular,jul,359,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13431,58,retired,married,basic.4y,cellular,jul,1014,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13460,27,admin.,single,university.degree,cellular,jul,919,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
13494,51,unemployed,married,professional.course,cellular,jul,901,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13504,34,technician,single,university.degree,cellular,jul,560,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13531,33,blue-collar,single,basic.6y,cellular,jul,854,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13542,32,technician,married,professional.course,cellular,jul,255,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13551,35,admin.,single,university.degree,cellular,jul,863,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13585,26,technician,married,professional.course,cellular,jul,804,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13595,43,blue-collar,single,basic.9y,cellular,jul,982,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13620,57,management,married,basic.4y,cellular,jul,584,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13627,42,blue-collar,married,basic.9y,cellular,jul,880,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13685,28,admin.,single,high.school,cellular,jul,720,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13700,54,blue-collar,married,high.school,cellular,jul,771,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13705,31,admin.,married,high.school,cellular,jul,627,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13710,31,admin.,married,high.school,cellular,jul,634,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13726,25,admin.,single,high.school,cellular,jul,476,4,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13727,42,blue-collar,married,basic.9y,cellular,jul,829,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13732,40,blue-collar,married,basic.4y,cellular,jul,724,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13734,38,blue-collar,married,basic.6y,cellular,jul,500,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13799,31,technician,married,professional.course,cellular,jul,487,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13834,30,services,married,high.school,cellular,jul,812,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13836,35,admin.,married,high.school,cellular,jul,794,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13882,53,retired,married,basic.9y,cellular,jul,817,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13942,33,admin.,single,university.degree,cellular,jul,614,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13977,38,blue-collar,divorced,basic.9y,cellular,jul,764,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
13983,35,admin.,single,university.degree,cellular,jul,963,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
14050,41,self-employed,divorced,professional.course,cellular,jul,911,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
14067,29,blue-collar,single,basic.9y,cellular,jul,822,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
14069,43,technician,divorced,basic.9y,cellular,jul,853,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,yes
14103,50,blue-collar,married,basic.4y,cellular,jul,611,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
14137,39,services,married,professional.course,cellular,jul,751,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
14220,23,admin.,married,basic.9y,cellular,jul,686,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
14222,33,entrepreneur,married,university.degree,cellular,jul,766,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
14236,35,blue-collar,married,basic.9y,cellular,jul,788,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
14382,26,technician,single,high.school,cellular,jul,894,7,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
14410,54,management,married,university.degree,cellular,jul,798,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,yes
14424,44,services,divorced,basic.9y,cellular,jul,805,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14465,42,technician,married,basic.9y,cellular,jul,723,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14477,45,blue-collar,married,basic.4y,cellular,jul,791,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14479,54,retired,married,basic.4y,telephone,jul,533,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14492,38,technician,single,professional.course,cellular,jul,815,4,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14520,24,entrepreneur,single,university.degree,cellular,jul,808,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14554,33,housemaid,married,basic.9y,cellular,jul,860,4,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14576,35,blue-collar,divorced,basic.9y,cellular,jul,658,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14582,26,admin.,married,basic.9y,cellular,jul,878,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14591,32,services,single,unknown,cellular,jul,881,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14592,32,services,single,unknown,cellular,jul,981,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14596,33,services,married,high.school,cellular,jul,820,4,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14597,50,admin.,married,professional.course,cellular,jul,1001,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14598,26,technician,divorced,professional.course,cellular,jul,500,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14618,39,admin.,divorced,high.school,cellular,jul,514,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14633,34,technician,divorced,basic.6y,cellular,jul,716,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14639,34,technician,single,professional.course,cellular,jul,955,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14684,32,technician,single,professional.course,cellular,jul,769,4,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14686,33,blue-collar,divorced,basic.9y,cellular,jul,889,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14695,34,management,married,high.school,cellular,jul,838,3,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14711,57,blue-collar,divorced,basic.6y,cellular,jul,632,6,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14712,27,admin.,single,professional.course,cellular,jul,448,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,yes
14729,59,retired,married,university.degree,cellular,jul,767,5,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14746,26,technician,single,professional.course,cellular,jul,578,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14755,24,blue-collar,married,basic.9y,cellular,jul,349,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14787,39,technician,married,high.school,cellular,jul,781,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14788,45,unknown,unknown,unknown,cellular,jul,496,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14789,45,unknown,unknown,unknown,cellular,jul,586,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14795,27,blue-collar,married,basic.9y,cellular,jul,689,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14803,49,retired,married,high.school,cellular,jul,555,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14805,34,admin.,married,university.degree,cellular,jul,686,6,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14815,23,blue-collar,single,high.school,cellular,jul,435,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14821,23,blue-collar,single,high.school,cellular,jul,830,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14828,29,admin.,single,university.degree,cellular,jul,873,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14864,55,housemaid,married,university.degree,cellular,jul,988,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14871,35,admin.,single,high.school,cellular,jul,652,1,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14879,26,technician,married,basic.9y,telephone,jul,367,6,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
14888,48,blue-collar,married,basic.6y,cellular,jul,709,2,no,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,yes
